Mask	Count	Complexity	Length
?d?l?l?l?l?l?d?d?l?l?l?l?d	104	2.0	13.0
?u?l?u?u?l?u?u?l?u?u?l?d?d	104	3.0	13.0
?l?l?l?l?l?d?d?u?u?u?u?u?u?u	104	3.0	14.0
?u?l?u?d?d?d?d?d?d?d?d?u?l?u	104	3.0	14.0
?d?l?d?l?l?l?l?d?u	104	3.0	9.0
?u?d?l?l?s?l?s?l	104	4.0	8.0
?u?u?l?l?u?u?u?u?u?u?u?d?d	104	3.0	13.0
?l?l?d?d?d?l?d?l?l?d?l	104	2.0	11.0
?u?l?u?l?u?l?u?l?u?l?s	104	3.0	11.0
?u?l?l?u?l?l?l?d?l?l?l?l	104	3.0	12.0
?u?d?l?l?u?u?u?l?u	104	3.0	9.0
?u?d?l?l?l?l?u?l?l?d	104	3.0	10.0
?d?d?d?d?l?l?d?d?d?l?d	104	2.0	11.0
?d?d?l?l?l?l?l?u?d?d?d?d	104	3.0	12.0
?d?d?l?d?d?d?d?l?d?d?l?l?d?l?d?l	104	2.0	16.0
?l?u?u?u?l?l?u?u?l?l?u?d?d	104	3.0	13.0
?l?u?d?d?l?u?l?d?d	104	3.0	9.0
?l?l?l?a?a?s?l?l?l?l?l?l?l	104	2.0	13.0
?u?u?u?d?u?u?d?d?d?u	104	2.0	10.0
?d?l?d?d?d?l?d?d?d?l?d?l?d?d?l?l	104	2.0	16.0
?l?l?l?s?l?l?l?l?d?s?l?l?l?l?l?l?l?s?l?l	104	3.0	20.0
?l?l?u?l?u?u?l?l?u?u?u?d?d	104	3.0	13.0
?d?d?d?d?l?l?u?d?d?d?d	104	3.0	11.0
?u?l?d?l?l?d?l?l?d?d?d?d	104	3.0	12.0
?d?d?l?d?d?d?d?l?d?d?l?d?l?l?d?l	104	2.0	16.0
?u?u?u?u?u?l?l?s	104	3.0	8.0
?l?l?s?l?l?s?l?l?s?d?d?d	104	3.0	12.0
?l?u?u?l?l?l?l?u?l?u?l?d?d	104	3.0	13.0
?l?l?l?l?l?l?l?d?s?s?s?s	104	3.0	12.0
?u?d?d?d?d?d?u?u?d?d	104	2.0	10.0
?l?d?l?d?l?l?l?l?d?d?d?d?d	104	2.0	13.0
?l?l?l?l?u?u?u?u?d?d?s?s	104	4.0	12.0
?u?u?l?u?l?u?l?u?l?u?u?d?d	104	3.0	13.0
?u?u?u?l?u?u?u?u?u?u?d	104	3.0	11.0
?d?d?l?d?d?d?d?l?d?d?d?d?l	104	2.0	13.0
?d?d?d?d?d?l?l?d?d?d?l?d?d	104	2.0	13.0
?l?l?d?l?l?l?d?s?s	104	3.0	9.0
?l?d?l?l?l?l?u?l?l?u	104	3.0	10.0
?l?l?l?d?l?d?d?d?d?d?d?d?d?d?d?d	104	2.0	16.0
?u?s?l?l?l?d?l?d?l	104	4.0	9.0
?u?u?u?l?l?d?d?d?d?d?d?d?d?d	104	3.0	14.0
?l?s?s?l?s?s?l?l?l?l?l?l	104	2.0	12.0
?u?l?u?l?u?u?l?u?l?u?d	104	3.0	11.0
?l?l?l?l?l?d?d?d?d?d?d?l?l?d	104	2.0	14.0
?l?u?d?l?u?u?u?u?u?d	104	3.0	10.0
?l?l?l?l?l?l?l?s?s?d?d?s?d	104	3.0	13.0
?u?u?l?l?l?d?u?l?d	104	3.0	9.0
?u?d?d?d?d?l?l?l?l?s	104	4.0	10.0
?u?u?l?u?l?d?u?u?u	103	3.0	9.0
?u?l?l?u?l?l?u?l?l?u?u?d?d	103	3.0	13.0
?u?l?d?l?l?l?l?d?l?d?l	103	3.0	11.0
?l?d?u?l?l?u?l?l?l?u	103	3.0	10.0
?d?d?d?d?a?s?l?l?l?l?l	103	3.0	11.0
?l?l?l?l?l?d?s?l?s	103	3.0	9.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?s?l	103	2.0	15.0
?l?d?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d	103	2.0	18.0
?d?d?d?d?l?d?d?l?d?l?l?d?d?l?d?l	103	2.0	16.0
?u?u?l?l?l?l?l?d?l?d	103	3.0	10.0
?l?u?l?u?u?l?d?u?l	103	3.0	9.0
?u?d?l?l?l?l?l?l?s?d?d	103	4.0	11.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?d?d?d?d?d?d	103	3.0	22.0
?u?u?u?u?d?d?d?u?u?u?u?d	103	2.0	12.0
?u?u?l?l?l?u?d?l?l?u	103	3.0	10.0
?d?l?l?l?d?l?d?l?s	103	3.0	9.0
?u?l?d?d?l?u?l?l?d	103	3.0	9.0
?u?l?u?d?l?u?l?u?d	103	3.0	9.0
?u?u?d?d?u?d?u?u?d?d	103	2.0	10.0
?u?l?u?u?u?u?d?l?u	103	3.0	9.0
?d?l?l?l?d?l?l?l?l?l?l?l?l?l?l?l?l	103	2.0	17.0
?d?l?d?d?l?d?d?d?l?d?d?d	103	2.0	12.0
?d?l?l?l?l?d?l?l?l?d?d?d?d	103	2.0	13.0
?d?l?l?d?s?l?l?l?l	103	3.0	9.0
?l?d?d?d?d?d?l?d?l?d?d?d	103	2.0	12.0
?l?d?l?d?l?d?l?u?l	103	3.0	9.0
?l?l?l?l?l?u?l?u?u?u?u?d?d	103	3.0	13.0
?u?l?d?d?d?d?d?d?d?d?d?d?d?l	103	3.0	14.0
?l?l?s?d?l?l?l?l?s	103	3.0	9.0
?d?d?d?d?d?l?d?d?l?d?d?d?d?d?d?d	103	2.0	16.0
?l?l?l?l?d?d?d?l?l?d?l?d	103	2.0	12.0
?u?u?d?d?d?d?d?u?u?d?d?d?d?d	103	2.0	14.0
?d?d?d?d?d?l?d?l?d?l?d?d	103	2.0	12.0
?l?l?s?s?d?d?d?a?s?l?l?l?l?l	103	3.0	14.0
?u?l?u?l?u?l?u?l?u?l?d?d?d?d?d	103	3.0	15.0
?l?l?l?l?s?l?s?l?l?l?l?l?l?l?l?l?l	103	2.0	17.0
?d?d?d?d?d?d?d?l?l?s?l?l?l?l?l	103	3.0	15.0
?d?d?d?l?l?d?l?d?d?d?d?l?d?l?l?d	103	2.0	16.0
?l?d?l?l?u?u?u?u?u?u	103	3.0	10.0
?l?l?s?l?l?l?l?l?l?l?l?d?d?d?d?d?d	103	3.0	17.0
?l?d?d?d?d?d?d?d?d?d?d?s?l?l?l?l?s?l?l	103	3.0	19.0
?u?l?l?l?d?l?s?l?l?l?l	103	4.0	11.0
?u?l?l?l?l?s?l?l?d?l?l	103	4.0	11.0
?d?d?d?d?d?d?d?u?u?u?u?d?d?d?d	103	2.0	15.0
?u?s?u?u?l?l?l?l?l	103	3.0	9.0
?d?l?l?d?l?d?d?l?d?d?l?d?d?d?l?d	103	2.0	16.0
?u?u?l?u?d?u?u?l?u	103	3.0	9.0
?l?d?l?l?d?d?l?d?l?l?l?d	103	2.0	12.0
?l?l?s?s?l?s?l?l?l?l?l?l?l?l?l	103	2.0	15.0
?l?l?l?l?l?l?d?d?s?l?l?l?l?l?l?l?l?s?l?l?l	103	3.0	21.0
?u?l?l?l?l?l?l?d?d?d?u?l	103	3.0	12.0
?l?u?u?l?l?u?u?l?u?u?u?s	103	3.0	12.0
?l?u?l?l?u?d?u?l?u	103	3.0	9.0
?l?l?u?l?u?l?u?u?l?u?d	103	3.0	11.0
?u?u?l?u?l?u?u?u?u?u?l?d?d	103	3.0	13.0
?d?u?l?u?l?u?u?u?l	103	3.0	9.0
?l?s?l?l?d?l?l?s?l	103	3.0	9.0
?l?l?l?l?l?l?d?s?d?s?d?s?d	103	3.0	13.0
?u?l?l?s?u?l?l?l?s?u?l?l?l	103	3.0	13.0
?d?l?d?l?d?l?l?d?d?d?d?d?l?l?d?d	103	2.0	16.0
?l?l?l?l?l?l?l?u?d?l?l?l	103	3.0	12.0
?l?l?l?l?d?d?d?d?d?l?l?l?d?d?d?d	103	2.0	16.0
?l?u?l?l?l?l?d?l?u?l	103	3.0	10.0
?u?u?u?l?l?l?d?u?l?u	103	3.0	10.0
?u?u?l?u?l?u?d?l?l?u	103	3.0	10.0
?u?s?l?u?l?l?l?l	103	3.0	8.0
?l?d?l?d?d?l?d?l?l?l?d	103	2.0	11.0
?d?l?d?l?l?l?l?l?l?l?l?l?d?l	103	2.0	14.0
?u?d?d?u?d?d?l?l?l?l	103	3.0	10.0
?u?l?u?u?u?l?l?u?l?l?l?d?d	103	3.0	13.0
?l?l?l?d?u?d?l?l?d	103	3.0	9.0
?d?d?d?l?l?l?d?d?d?d?d?d?l?l?l?l	103	2.0	16.0
?d?l?l?d?l?d?l?d?s	103	3.0	9.0
?l?l?l?l?l?l?s?d?d?l?d	103	3.0	11.0
?u?l?l?u?l?l?u?u?u?u?u?d?d	103	3.0	13.0
?l?l?l?l?l?l?l?l?l?s?s?l?l?l?l?l?l?l	103	2.0	18.0
?l?u?l?u?u?l?u?l?u?l?l?d?d	103	3.0	13.0
?l?l?l?a?l?l?d?d	103	2.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?d?d?l?d?l	103	2.0	16.0
?l?l?l?l?u?u?l?l?l?l?d?d?d?d	103	3.0	14.0
?l?u?l?l?d?l?l?l?u?l	103	3.0	10.0
?d?d?d?d?d?d?l?d?d?l?d?l	103	2.0	12.0
?l?u?l?u?u?l?l?d?l	103	3.0	9.0
?l?d?d?d?d?d?d?d?d?d?d?s?s	103	3.0	13.0
?u?l?u?l?l?l?u?l?l?u?l?d?d	103	3.0	13.0
?u?l?l?u?d?l?l?u?l?l	103	3.0	10.0
?d?l?l?l?d?u?l?l?d	103	3.0	9.0
?d?d?d?d?d?d?d?u?l?l?l?l?d	103	3.0	13.0
?u?u?u?u?l?u?d?l?l	103	3.0	9.0
?u?d?l?l?s?l?d?l?d	103	4.0	9.0
?u?l?l?l?l?u?u?u?l?l?d	103	3.0	11.0
?d?l?d?l?d?d?d?d?d?d?l	103	2.0	11.0
?l?l?u?u?u?l?l?l?l?l?u?d?d	103	3.0	13.0
?d?l?l?l?l?l?u?l?l?l?l?l?l	103	3.0	13.0
?l?l?l?l?l?l?l?l?s?s?l?s	103	2.0	12.0
?l?l?l?u?u?u?u?u?u?l?l?d?d	103	3.0	13.0
?d?l?d?d?d?d?d?d?d?l?l?l?d?l?d?l	103	2.0	16.0
?d?l?d?d?l?l?l?l?u	103	3.0	9.0
?d?l?d?l?d?l?l?d?l?l?d?l	103	2.0	12.0
?u?l?l?l?l?l?l?l?a?s?d?d	103	4.0	12.0
?l?l?l?l?s?s?d?d?d?s?l?l?l?l	103	3.0	14.0
?d?l?l?l?d?l?s?d	103	3.0	8.0
?d?d?u?l?l?l?l?l?l?s?d	103	4.0	11.0
?d?d?l?l?d?l?d?l?d?d?d?d?l?d?d?l	103	2.0	16.0
?d?l?u?l?l?l?d?l?l	103	3.0	9.0
?d?d?d?l?l?l?d?d?d?l?d?d?d	103	2.0	13.0
?d?d?l?l?l?d?d?d?d?d?d?l?l?d?d?l	103	2.0	16.0
?u?d?u?u?u?u?l?u?l	103	3.0	9.0
?s?l?l?l?l?l?l?l?d?l?l?l?l	103	3.0	13.0
?d?u?l?u?u?u?l?u?l	103	3.0	9.0
?s?s?u?u?u?u?d?d	103	3.0	8.0
?u?l?l?l?l?u?u?l?l?u?d	103	3.0	11.0
?l?l?d?d?d?l?d?d?d?d?d?d?d?d?d	103	2.0	15.0
?l?l?u?d?u?u?u?u?l	103	3.0	9.0
?l?l?l?d?l?d?l?d?d?d?l?l	103	2.0	12.0
?l?l?l?l?s?l?l?l?l?s?l?l?l?l?l?l?l?l?l?l	103	2.0	20.0
?l?l?d?l?l?u?u?u?d	103	3.0	9.0
?d?l?l?l?d?l?l?l?l?l?l?l?d?d?d	103	2.0	15.0
?u?l?s?d?l?l?l?l?l?l?l	103	4.0	11.0
?u?l?l?l?l?l?s?u?l?l?l?s	103	3.0	12.0
?l?l?l?d?d?d?d?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	103	2.0	23.0
?a?a?a?a?a?a?a?a?d?d?d?d?a?a?a?a?a?a?a?a?d?d?d?d	103	1.0	24.0
?l?l?l?l?l?s?s?d?d?s?l?l?l?l?l	103	3.0	15.0
?u?d?s?d?d?d?d?d	103	3.0	8.0
?l?l?d?d?d?l?d?d?l?l?d	103	2.0	11.0
?d?d?d?s?d?d?s?d?d?d?s?d?d?d?a?s?d?d?d?d?d	103	2.0	21.0
?u?u?l?u?u?u?d?l?u?l	103	3.0	10.0
?l?l?d?d?d?l?d?d?l?l?d?d	103	2.0	12.0
?u?l?l?l?l?l?l?l?l?l?l?l?u?l?l?l?l?l?l	103	2.0	19.0
?u?l?l?l?l?l?l?l?l?l?l?l?u?l?l?l?l?l?l?l?l?l?l?l	103	2.0	24.0
?l?l?l?l?l?l?l?l?s?s?s?s?d?d	103	3.0	14.0
?d?d?u?l?u?l?l?l?u	103	3.0	9.0
?l?u?u?u?l?l?u?l?l?l?u?d?d	103	3.0	13.0
?d?d?d?d?d?l?l?l?l?l?l?l?l?l?s	103	3.0	15.0
?d?d?d?l?d?l?d?l?d?l?d?d?d	103	2.0	13.0
?d?d?d?d?d?d?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l	103	3.0	22.0
?s?s?s?d?d?d?s?s	103	2.0	8.0
?u?d?d?d?s?l?l?l?l	103	4.0	9.0
?d?d?d?s?d?d?d?s?d?d?s?d?d?d?a?s?l?l?l?l?l?d?d	103	3.0	23.0
?u?u?u?l?u?u?l?s	103	3.0	8.0
?u?u?l?u?l?u?l?d?l?u	103	3.0	10.0
?u?d?l?l?l?u?u?d?d	103	3.0	9.0
?u?u?u?l?u?l?l?l?u?l?d	103	3.0	11.0
?l?l?l?u?u?u?l?u?l?l?u?d?d	103	3.0	13.0
?l?l?l?l?u?l?l?l?l?u?l?d?d	103	3.0	13.0
?d?u?u?u?d?u?d?d?d	103	2.0	9.0
?l?u?u?l?d?u?u?u?u	103	3.0	9.0
?u?u?u?u?u?u?u?s?u?u?s	103	2.0	11.0
?d?l?l?l?d?u?u?u?d	103	3.0	9.0
?d?l?u?l?l?u?u?u?l	103	3.0	9.0
?d?u?l?d?l?l?l?l?d?l?l?l?l	103	3.0	13.0
?d?l?l?l?l?l?d?d?d?d?d?d?d?d?d?d?d	103	2.0	17.0
?d?l?l?l?l?l?d?d?d?d?d?d?d?d?l?d	103	2.0	16.0
?u?d?l?l?l?d?l?l?l?d?d	103	3.0	11.0
?u?u?u?u?u?u?u?s?u?u?u?d?d?d	103	3.0	14.0
?d?d?l?d?l?l?d?l?l?d?l	103	2.0	11.0
?d?d?l?d?d?d?d?l?d?l?l?d?l?d?l?d	103	2.0	16.0
?d?l?l?d?d?l?l?d?d?l?d?d?d?d?d?l	103	2.0	16.0
?d?l?l?l?l?u?u?l?d	103	3.0	9.0
?d?d?d?d?d?l?d?l?d?d?l	103	2.0	11.0
?l?l?l?l?l?l?l?l?l?l?d?u?u?u	103	3.0	14.0
?u?u?l?u?l?u?l?l?l?u?l?d?d	103	3.0	13.0
?u?u?u?l?l?u?u?u?l?l?l?d?d	103	3.0	13.0
?u?u?u?u?u?u?u?s?l?l?l	103	3.0	11.0
?d?u?d?d?u?u?d?u?u?u	103	2.0	10.0
?l?l?u?l?u?u?u?l?u?u?u?l	103	2.0	12.0
?d?d?l?l?d?l?d?d?d?d?l?l?d?l?d?d	103	2.0	16.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?l?s?l?l	103	2.0	23.0
?u?u?u?u?d?l?l?s	103	4.0	8.0
?l?l?s?l?l?l?l?l?l?l?l?l?s?l?l?l?l?s?l?l	103	2.0	20.0
?l?u?l?u?l?u?u?l?u?l?d	103	3.0	11.0
?l?u?u?u?l?l?u?l?u?u?d	103	3.0	11.0
?d?u?u?l?l?l?l?l?u?u	103	3.0	10.0
?l?l?l?l?s?s?d?d?d?s?l?l?l	103	3.0	13.0
?l?u?l?u?u?l?u?u?u?u?d	103	3.0	11.0
?l?l?l?s?l?l?l?s?l?l?l?l?d?d?d	103	3.0	15.0
?l?l?u?d?l?l?l?l?d?l	103	3.0	10.0
?l?l?l?u?d?u?l?d?l	103	3.0	9.0
?d?d?d?l?d?d?l?l?l?l?l?l?l	103	2.0	13.0
?s?u?l?l?l?l?l?l?l?l?l?l?l?l?d	103	4.0	15.0
?l?l?l?d?l?l?l?d?l?l?l?l?d?d?d	103	2.0	15.0
?l?l?l?l?s?l?s?l?l?l?l?d	103	3.0	12.0
?l?l?l?l?l?d?l?l?l?s?l?l	103	3.0	12.0
?l?d?d?d?d?l?d?d?d?d?l?d?d?d?d?d	103	2.0	16.0
?l?l?l?l?l?d?l?d?d?d?d?d?d?d?d?d	103	2.0	16.0
?l?u?d?d?l?d?l?l?l	103	3.0	9.0
?l?l?l?l?l?d?d?u?l?l?l?l?l?l	103	3.0	14.0
?l?l?l?l?l?l?d?d?l?l?l?l?l?l?l?l?l?l?l?l?d?d	103	2.0	22.0
?u?d?d?u?u?u?u?s	103	3.0	8.0
?l?l?l?l?l?d?d?s?s?d?d?d?s	103	3.0	13.0
?u?d?l?l?d?l?d?d?d?d?d?d	103	3.0	12.0
?u?u?u?u?l?u?l?u?u?l?l?d?d	103	3.0	13.0
?d?d?l?d?d?d?l?d?d?d?d?d?d	103	2.0	13.0
?l?d?l?l?u?u?l?u?u?u	103	3.0	10.0
?u?l?l?d?u?l?d?u?l?l	103	3.0	10.0
?a?s?l?l?l?d?l?l?l	103	3.0	9.0
?l?l?l?l?l?l?l?l?s?s?l?l?l?l?l?l?l?l?l	103	2.0	19.0
?d?d?d?l?d?l?d?d?d?l?d?l?d?l?l?d	103	2.0	16.0
?l?d?u?l?u?u?u?l?l?l	103	3.0	10.0
?u?u?u?u?l?l?l?l?l?s?d	103	4.0	11.0
?d?d?l?d?d?l?d?l?d?l?d?d?d?l?d?l	103	2.0	16.0
?d?d?d?d?d?d?d?d?l?l?l?d?d?d?l?l	103	2.0	16.0
?l?l?l?l?d?d?s?l?l?l?l?l?l?l?l?l?l?l?l	103	3.0	19.0
?d?d?d?l?l?l?d?d?d?s?s	103	3.0	11.0
?l?l?d?s?d?d?l?l?l?l?l?l?l?l?l?l?l?l	103	3.0	18.0
?d?l?l?l?d?l?l?l?l?l?l?l?d?l	103	2.0	14.0
?d?d?l?d?d?l?d?d?d?l?d?l?l?d?l?d	103	2.0	16.0
?l?l?l?l?s?s?d?l?l?l	103	3.0	10.0
?a?a?l?l?l?l?l?l?l?l	103	1.0	10.0
?l?l?l?l?s?l?l?l?l?l?s?l?l?l?l?s?l?l?l	103	2.0	19.0
?u?l?l?l?d?u?l?d?l?l	103	3.0	10.0
?u?l?l?l?d?l?l?l?u?d	103	3.0	10.0
?l?s?l?d?d?d?d?l?l	103	3.0	9.0
?u?l?u?l?u?d?u?u?l	103	3.0	9.0
?l?u?u?l?u?u?u?l?l?u?l?d?d	103	3.0	13.0
?l?u?l?l?l?l?u?l?l?u?u?d?d	103	3.0	13.0
?u?u?l?u?l?u?l?l?u?l?d	103	3.0	11.0
?l?l?d?d?d?d?d?d?d?a?s	103	3.0	11.0
?d?d?d?l?d?l?l?d?d?d?d?l?l?d?d?l	103	2.0	16.0
?d?d?d?d?d?d?d?l?s?s?s	103	3.0	11.0
?u?u?u?l?l?l?l?d?l?l?l	103	3.0	11.0
?d?d?l?l?l?d?d?d?d?l?d?d	103	2.0	12.0
?l?s?l?l?s?l?d?s	103	3.0	8.0
?l?u?u?u?d?u?l?l?l?l	103	3.0	10.0
?u?u?u?u?u?l?u?l?u?l?u?d?d	103	3.0	13.0
?l?d?d?d?d?d?d?s?s?d?d?s	103	3.0	12.0
?l?u?u?u?u?d?u?l?u	103	3.0	9.0
?s?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d	103	3.0	18.0
?d?a?a?d?a?a?d?a?a?d?a?a?d?d	103	1.0	14.0
?d?u?l?l?u?l?l?l?l?s	103	4.0	10.0
?d?l?d?l?l?l?d?d?d?d?d?d?l?d?l?d	103	2.0	16.0
?d?d?l?d?d?d?l?l?l?l?l?l?l	103	2.0	13.0
?l?l?d?d?d?l?l?l?l?l?l?l?d?d?d?d	103	2.0	16.0
?s?l?u?l?l?l?l?l	103	3.0	8.0
?l?l?l?l?l?l?d?l?l?l?l?l?l?l?l?l?l?l?d	103	2.0	19.0
?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l?s?l	103	3.0	18.0
?l?u?u?d?u?u?u?u?l?l	103	3.0	10.0
?d?d?l?l?l?d?l?d?d?d?d?d?d?l?l?d	103	2.0	16.0
?l?l?l?l?l?l?s?l?l?l?l?s?l?l?l?l?s?l?l?l	103	2.0	20.0
?s?s?d?d?s?l?l?l?d?d?d	103	3.0	11.0
?l?l?l?u?u?u?l?l?u?l?u?d?d	103	3.0	13.0
?l?l?l?u?l?l?l?l?u?l?l?l	103	2.0	12.0
?d?d?u?l?l?s?l?l?l	103	4.0	9.0
?u?l?d?u?l?u?l?l?u?l	103	3.0	10.0
?l?d?l?l?l?l?l?a?s	103	3.0	9.0
?d?d?d?l?l?l?d?l?l?l?d?d?d	103	2.0	13.0
?u?u?u?d?l?u?u?l?l?u	103	3.0	10.0
?s?s?l?l?l?d?d?d?d?d?d?d	103	3.0	12.0
?l?u?l?l?u?u?u?u?u?u?u?d?d	103	3.0	13.0
?u?l?l?l?s?u?l?l?l?l?l?s?d?d?d?d	103	4.0	16.0
?d?l?d?d?d?l?d?l?d?d?l?l?d?d?l?d	103	2.0	16.0
?u?u?u?u?u?s?u?u?u?u?u?u?s?d?d	103	3.0	15.0
?d?d?l?l?l?d?d?l?s	103	3.0	9.0
?l?d?l?u?l?l?l?l?l?l?l	103	3.0	11.0
?l?l?l?l?l?l?l?d?d?l?l?d?l?d?d	103	2.0	15.0
?l?l?l?l?l?l?l?l?l?l?d?d?l?l?l?l?l?l?l?l?l?l?l	103	2.0	23.0
?s?l?l?s?d?l?l?l?l	103	3.0	9.0
?d?d?l?l?l?l?u?u?d	103	3.0	9.0
?l?l?l?l?l?l?l?d?d?l?d?l?d	103	2.0	13.0
?l?u?u?d?u?u?l?u?u?l	103	3.0	10.0
?u?l?d?l?l?l?u?u?u?u	103	3.0	10.0
?d?l?l?u?u?u?l?u?l	103	3.0	9.0
?l?d?d?u?l?l?u?l?l	103	3.0	9.0
?l?l?l?l?l?s?l?l?l?l?l?l?s?d?d?d?d?d?d	103	3.0	19.0
?d?u?d?d?d?u?u?u?d	103	2.0	9.0
?u?l?u?l?u?u?l?u?u?u?u?d?d	103	3.0	13.0
?l?l?l?d?l?u?l?u?l?l	103	3.0	10.0
?u?d?u?d?u?d?d?d?d?d?d	103	2.0	11.0
?l?d?l?d?l?l?d?l?d?d?l?l	103	2.0	12.0
?u?u?u?u?u?s?u?u?u?u?u?s	103	2.0	12.0
?l?l?l?u?l?l?u?d?u?u	103	3.0	10.0
?u?u?u?d?s?d?d?d?d	103	3.0	9.0
?l?l?u?u?d?d?d?u?l?l	103	3.0	10.0
?u?l?u?u?l?l?d?l?u	103	3.0	9.0
?l?u?l?l?u?u?u?u?l?l?l?d?d	103	3.0	13.0
?u?s?l?l?l?u?l?l?l	103	3.0	9.0
?l?l?u?l?l?l?u?u?l?l?d	103	3.0	11.0
?d?l?l?u?l?d?d?l?l	103	3.0	9.0
?u?u?u?d?u?u?u?d?u?u?d	103	2.0	11.0
?l?l?s?l?l?l?s?l?l?l?s?l?l	103	2.0	13.0
?l?l?l?u?d?u?l?u?d	103	3.0	9.0
?l?l?s?l?l?l?l?s?l?l?l?s?l?l?l	103	2.0	15.0
?u?u?l?d?u?l?u?d?u?u?u?l?u?u?s?s	103	4.0	16.0
?u?u?u?u?u?u?u?u?d?d?l?l	103	3.0	12.0
?l?d?l?l?l?d?l?l?d?d?d?d?d	103	2.0	13.0
?l?l?l?l?s?s?d?d?a?s?l?l?l?l?l?l	103	3.0	16.0
?l?l?l?d?u?l?u?u?d	103	3.0	9.0
?l?l?s?l?s?l?s?l?s	103	2.0	9.0
?u?l?l?u?u?l?d?d?u	103	3.0	9.0
?l?s?d?l?s?l?l?l	103	3.0	8.0
?u?l?l?l?d?l?s?d?l	103	4.0	9.0
?u?u?l?d?u?l?u?l?l?u	103	3.0	10.0
?d?l?l?l?d?d?l?l?l?l?l?l?l?l?l?l	103	2.0	16.0
?l?l?u?u?l?u?u?u?u?l?l?d?d	103	3.0	13.0
?l?l?l?u?u?u?u?l?u?l?l?d?d	103	3.0	13.0
?d?l?l?u?d?d?l?l?l	103	3.0	9.0
?s?u?l?l?u?l?l?l?l?s	103	3.0	10.0
?u?l?u?l?u?l?l?u?l?u?u?d?d	103	3.0	13.0
?u?u?l?l?u?u?u?d?u?l	103	3.0	10.0
?d?l?d?d?d?l?l?l?d?d?l?l?d?d?d?d	103	2.0	16.0
?l?d?l?d?l?s?l?d?d	103	3.0	9.0
?d?l?d?d?l?d?l?d?d?d?l?d?d?l?l?d	103	2.0	16.0
?l?s?l?l?l?l?l?s?l?l?l?l?l?s?l?l	103	2.0	16.0
?l?l?l?l?l?l?l?l?d?d?d?d?l?l?l?l?l?d?d	103	2.0	19.0
?l?u?u?l?l?d?u?u?l	103	3.0	9.0
?l?d?d?l?l?d?d?d?l?l?d	103	2.0	11.0
?l?l?l?s?d?d?u?u?u	103	4.0	9.0
?l?l?u?d?l?l?u?l?u	103	3.0	9.0
?u?l?l?l?s?l?l?d?d?d?d?d?d	103	4.0	13.0
?u?u?u?u?u?l?l?l?u?u?u?u	103	2.0	12.0
?u?l?l?l?u?u?u?d?d?d?d?d?d	103	3.0	13.0
?u?d?d?l?d?l?l?l?s	103	4.0	9.0
?l?l?l?l?l?u?l?u?u?l?d	103	3.0	11.0
?d?d?l?l?d?d?d?d?d?d?d?l?l?d?l?l	103	2.0	16.0
?u?l?u?l?u?l?l?u?l?l?d	103	3.0	11.0
?l?l?l?d?d?d?d?l?d?d?l?l	103	2.0	12.0
?d?d?s?d?d?d?l?l?l?l?l?l	103	3.0	12.0
?u?l?l?l?l?u?u?l?u?l?u?d?d	103	3.0	13.0
?d?d?d?d?u?d?d?d?d?u?u	103	2.0	11.0
?u?u?u?u?d?d?d?d?u?u?u?u?u?u?u?u	103	2.0	16.0
?l?u?l?u?l?l?u?u?l?l?u?d?d	103	3.0	13.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l?s?l	103	3.0	16.0
?l?u?l?u?l?l?u?u?l?u?d	103	3.0	11.0
?u?u?u?u?u?u?u?u?u?d?d?d?u?u	103	2.0	14.0
?l?l?s?l?l?l?l?l?l?d?l?l	103	3.0	12.0
?l?l?u?l?l?l?l?l?d?d?d?d?d	103	3.0	13.0
?u?l?u?u?u?u?u?u?u?l?l?d?d	103	3.0	13.0
?l?l?l?l?u?l?d?u?d	103	3.0	9.0
?l?l?u?l?d?l?u?l?l?l	103	3.0	10.0
?d?u?d?l?l?l?l?l?l?l?d?l?l	103	3.0	13.0
?l?l?u?l?u?l?u?l?u?u?d	103	3.0	11.0
?u?l?u?l?d?d?d?s?s	103	4.0	9.0
?l?l?l?l?s?l?d?l?l?l?l?l?l	103	3.0	13.0
?s?u?u?u?u?u?u?u?d?d?s	103	3.0	11.0
?u?d?d?d?d?d?u?l?l	103	3.0	9.0
?u?l?s?d?u?l?l?l	103	4.0	8.0
?u?l?l?l?l?s?u?l?l?l?l?l?l?l?d	103	4.0	15.0
?d?d?d?d?d?l?l?l?d?l?d?d?l?d?d?l	103	2.0	16.0
?d?l?u?l?l?l?u?l?u	103	3.0	9.0
?l?l?l?u?l?l?u?l?l?l?u?d?d	103	3.0	13.0
?d?d?d?d?d?l?l?l?d?l?d?d?l?d?l?d	103	2.0	16.0
?l?l?l?l?l?d?d?d?d?d?l?l?d	103	2.0	13.0
